Medlemsnummer,Postnummer,Postort,Land
3281355,585 65,Linghem,Sverige
3293736,585 65,Linghem,Sverige
3380764,585 65,Linghem,Sverige
3335529,585 78,Vreta Kloster,Sverige
3361414,585 78,Vreta Kloster,Sverige
3346129,585 91,Linköping,Sverige
3325517,585 91,Linköping,Sverige
3281774,585 91,Linköping,Sverige
3339964,585 96,Linköping,Sverige
3383668,586 62,Linköping,Sverige
3357984,586 63,Linköping,Sverige
3365110,586 63,Linköping,Sverige
3378579,586 65,Linköping,Sverige
3322165,587 23,Linköping,Sverige
3493283,587 29,Linköping,Sverige
3347579,587 29,Linköping,Sverige
3346538,587 29,Linköping,Sverige
3332067,587 29,Linköping,Sverige
3415760,587 31,Linköping,Sverige
3409463,587 31,Linköping,Sverige
3321460,587 31,Linköping,Sverige
3345274,587 31,Linköping,Sverige
3119617,587 35,Linköping,Sverige
3390980,587 37,Linköping,Sverige
3288896,587 37,Linköping,Sverige
3497539,587 37,Linköping,Sverige
3352649,587 39,Linköping,Sverige
3317585,587 39,Linköping,Sverige
3496688,587 39,Linköping,Sverige
3337187,587 39,Linköping,Sverige
3358248,587 39,Linköping,Sverige
3347037,587 58,Linköping,Sverige
3396036,589 29,Linköping,Sverige
3464338,589 33,Linköping,Sverige
3418441,589 35,Linköping,Sverige
3348734,589 35,Linköping,Sverige
3316116,589 35,Linköping,Sverige
3352281,589 35,Linköping,Sverige
3378360,589 37,Linköping,Sverige
3051249,589 37,Linköping,Sverige
3239570,589 43,Linköping,Sverige
3353454,589 50,Linköping,Sverige
3005330,589 50,Linköping,Sverige
3306162,589 51,Linköping,Sverige
3204491,589 51,Linköping,Sverige
3236501,589 61,Sturefors,Sverige
3292059,589 61,Sturefors,Sverige
3215785,589 61,Sturefors,Sverige
3362140,589 63,Sturefors,Sverige
3324134,589 64,Sturefors,Sverige
3472914,589 64,Sturefors,Sverige
3307752,590 36,Kisa,Sverige
3370564,590 38,Kisa,Sverige
3005215,590 38,Kisa,Sverige
3305620,590 38,Kisa,Sverige
3444668,590 44,Rimforsa,Sverige
3444658,590 44,Rimforsa,Sverige
3444657,590 44,Rimforsa,Sverige
3325246,590 45,Brokind,Sverige
3363037,591 37,Motala,Sverige
3350316,591 60,Motala,Sverige
3214860,591 77,Borensberg,Sverige
3356380,591 90,Tjällmo,Sverige
3006909,593 40,Västervik,Sverige
3314642,595 34,Mjölby,Sverige
3043769,595 51,Mjölby,Sverige
3371345,595 51,Mjölby,Sverige
3376735,595 54,Mjölby,Sverige
3371281,595 58,Mantorp,Sverige
3339445,596 93,Skänninge,Sverige
3399770,596 95,Väderstad,Sverige
3329872,597 94,Åtvidaberg,Sverige
3238268,597 94,Åtvidaberg,Sverige
3321343,602 08,Norrköping,Sverige
3345222,602 09,Norrköping,Sverige
3335360,602 09,Norrköping,Sverige
3445269,602 09,Norrköping,Sverige
3491042,602 11,Norrköping,Sverige
3378136,602 12,Norrköping,Sverige
3467139,602 12,Norrköping,Sverige
3502003,602 17,Norrköping,Sverige
3302433,602 18,Norrköping,Sverige
3489307,602 19,Norrköping,Sverige
3489303,602 19,Norrköping,Sverige
3320017,602 30,Norrköping,Sverige
3220191,602 30,Norrköping,Sverige
3234942,602 30,Norrköping,Sverige
3320309,602 41,Norrköping,Sverige
3319199,602 46,Norrköping,Sverige
3244975,603 52,Norrköping,Sverige
3248737,603 52,Norrköping,Sverige
3446197,603 66,Norrköping,Sverige
3489898,603 66,Norrköping,Sverige
3408940,605 70,Svärtinge,Sverige
3326951,605 80,Svärtinge,Sverige
3378484,605 80,Svärtinge,Sverige
3444188,605 99,Norrköping,Sverige
3346957,610 70,Vagnhärad,Sverige
3273867,611 36,Nyköping,Sverige
3278949,611 36,Nyköping,Sverige
3415796,611 37,Nyköping,Sverige
3373077,611 37,Nyköping,Sverige
3003023,611 37,Nyköping,Sverige
3340900,611 37,Nyköping,Sverige
3340899,611 37,Nyköping,Sverige
3384244,611 39,Nyköping,Sverige
3327108,611 57,Nyköping,Sverige
3345594,611 57,Nyköping,Sverige
3384301,611 67,Nyköping,Sverige
3343956,611 94,Nyköping,Sverige
3324845,611 95,Nyköping,Sverige
3288727,614 90,Söderköping,Sverige
3393404,617 71,Kimstad,Sverige
3393403,617 71,Kimstad,Sverige
3378742,619 00,Trosa,Sverige
3402331,619 31,Trosa,Sverige
3346951,619 32,Trosa,Sverige
3298279,619 32,Trosa,Sverige
3420836,619 33,Trosa,Sverige
3376118,619 33,Trosa,Sverige
3418642,619 33,Trosa,Sverige
3456073,619 35,Trosa,Sverige
3449336,619 91,Trosa,Sverige
3341305,619 91,Trosa,Sverige
3427030,619 91,Trosa,Sverige
3357234,621 40,Visby,Sverige
3411860,621 40,Visby,Sverige
3341398,621 43,Visby,Sverige
3417383,621 49,Visby,Sverige
3342984,621 49,Visby,Sverige
3343177,621 54,Visby,Sverige
3399855,621 55,Visby,Sverige
3362532,621 91,Visby,Sverige
3443615,623 21,Ljugarn,Sverige
3443611,623 48,Stånga,Sverige
3150543,633 47,Eskilstuna,Sverige
3307729,633 47,Eskilstuna,Sverige
3237840,635 17,Näshulta,Sverige
3314537,641 47,Katrineholm,Sverige
3004827,641 50,Katrineholm,Sverige
3207351,641 91,Katrineholm,Sverige
3098454,642 31,Flen,Sverige
3391813,642 35,Flen,Sverige
3391812,642 35,Flen,Sverige
3314390,643 91,Vingåker,Sverige
3340904,645 96,Stallarholmen,Sverige
3327157,645 96,Stallarholmen,Sverige
3360783,646 32,Gnesta,Sverige
3341798,646 32,Gnesta,Sverige
3407759,646 32,Gnesta,Sverige
3381402,646 32,Gnesta,Sverige
3325285,646 32,Gnesta,Sverige
3315697,646 32,Gnesta,Sverige
3364988,646 33,Gnesta,Sverige
3351091,646 34,Gnesta,Sverige
3125242,646 91,Gnesta,Sverige
3363790,646 92,Gnesta,Sverige
3364583,646 92,Gnesta,Sverige
3356358,646 92,Gnesta,Sverige
3306717,647 32,Mariefred,Sverige
3397506,653 40,Karlstad,Sverige
3381988,653 42,Karlstad,Sverige
3404141,653 49,Karlstad,Sverige
3453605,653 50,Karlstad,Sverige
3453614,653 50,Karlstad,Sverige
3319305,654 55,Karlstad,Sverige
3272553,654 61,Karlstad,Sverige
3275747,654 63,Karlstad,Sverige
3453746,654 69,Karlstad,Sverige
3450507,655 97,Molkom,Sverige
3186847,656 28,Karlstad,Sverige
3453844,656 71,Skattkärr,Sverige
3497519,662 50,Svanskog,Sverige
3397501,665 32,Kil,Sverige
3445668,665 35,Kil,Sverige
3495514,665 94,Fagerås,Sverige
3187223,667 32,Forshaga,Sverige
3327146,667 32,Forshaga,Sverige
3399200,667 32,Forshaga,Sverige
3296144,667 91,Forshaga,Sverige
3453350,668 32,Ed,Sverige
3453575,668 91,Ed,Sverige
3497607,671 91,Arvika,Sverige
3322023,681 40,Kristinehamn,Sverige
3272554,686 30,Sunne,Sverige
3442424,686 92,Sunne,Sverige
3393112,686 97,Lysvik,Sverige
3308814,692 33,Kumla,Sverige
3322936,692 71,Kumla,Sverige
3373386,692 72,Kumla,Sverige
3344538,692 72,Kumla,Sverige
3332152,692 73,Kumla,Sverige
3325393,697 91,Pålsboda,Sverige
3213492,702 19,Örebro,Sverige
3208191,702 19,Örebro,Sverige
3237437,702 54,Örebro,Sverige
3453468,703 43,Örebro,Sverige
3393210,703 48,Örebro,Sverige
3017145,703 49,Örebro,Sverige
3397249,703 52,Örebro,Sverige
3393208,703 60,Örebro,Sverige
3393209,703 60,Örebro,Sverige
3393207,703 60,Örebro,Sverige
3394281,703 65,Örebro,Sverige
3490816,703 67,Örebro,Sverige
3343094,703 75,Örebro,Sverige
3329178,705 91,Örebro,Sverige
3299012,705 92,Örebro,Sverige
3307391,713 30,Nora,Sverige
3299800,713 30,Nora,Sverige
3352218,713 30,Nora,Sverige
3110494,713 31,Nora,Sverige
3310592,713 33,Nora,Sverige
3453595,719 95,Vintrosa,Sverige
3296078,722 09,Västerås,Sverige
3389242,722 10,Västerås,Sverige
3310083,722 10,Västerås,Sverige
3321070,722 14,Västerås,Sverige
3344031,722 17,Västerås,Sverige
3409644,722 18,Västerås,Sverige
3407010,722 19,Västerås,Sverige
3310307,722 22,Västerås,Sverige
3359613,722 23,Västerås,Sverige
3278661,722 23,Västerås,Sverige
3281075,722 31,Västerås,Sverige
3378383,722 33,Västerås,Sverige
3314862,722 41,Västerås,Sverige
3309516,722 45,Västerås,Sverige
3383804,722 45,Västerås,Sverige
3408394,722 46,Västerås,Sverige
3345762,723 49,Västerås,Sverige
3374684,723 50,Västerås,Sverige
3340325,723 50,Västerås,Sverige
3353555,723 50,Västerås,Sverige
3486703,724 61,Västerås,Sverige
3337298,724 62,Västerås,Sverige
3268944,724 65,Västerås,Sverige
3210567,724 67,Västerås,Sverige
3256275,724 71,Västerås,Sverige
3383818,724 80,Västerås,Sverige
3324822,724 81,Västerås,Sverige
3407316,725 92,Västerås,Sverige
3414662,725 92,Västerås,Sverige
3232341,725 92,Västerås,Sverige
3318507,725 92,Västerås,Sverige
3317337,725 92,Västerås,Sverige
3327257,725 95,Västerås,Sverige
3407319,725 97,Västerås,Sverige
3364480,725 97,Västerås,Sverige
3345821,726 30,Skultuna,Sverige
3296516,733 35,Sala,Sverige
3383940,734 36,Hallstahammar,Sverige
3359440,734 40,Hallstahammar,Sverige
3275934,734 40,Hallstahammar,Sverige
3416564,738 91,Norberg,Sverige
3233395,738 92,Norberg,Sverige
3320467,741 30,Knivsta,Sverige
3322471,741 30,Knivsta,Sverige
3277638,741 31,Knivsta,Sverige
3271894,741 31,Knivsta,Sverige
3317577,741 31,Knivsta,Sverige
3232082,741 31,Knivsta,Sverige
3309290,741 31,Knivsta,Sverige
3215504,741 31,Knivsta,Sverige
3440396,741 31,Knivsta,Sverige
3344323,741 41,Knivsta,Sverige
3441563,741 41,Knivsta,Sverige
3411534,741 44,Knivsta,Sverige
3336892,741 45,Knivsta,Sverige
3381406,741 45,Knivsta,Sverige
3309196,741 45,Knivsta,Sverige
3321086,741 46,Knivsta,Sverige
3344496,741 46,Knivsta,Sverige
3259001,741 46,Knivsta,Sverige
3236833,741 46,Knivsta,Sverige
3384415,741 47,Knivsta,Sverige
3267065,741 52,Uppsala,Sverige
3343155,741 78,Uppsala,Sverige
3288506,741 78,Uppsala,Sverige
3353043,741 78,Uppsala,Sverige
3302979,741 91,Knivsta,Sverige
3310256,741 92,Knivsta,Sverige
3335420,741 92,Knivsta,Sverige
3347311,742 35,Östhammar,Sverige
3347312,742 35,Östhammar,Sverige
3190707,742 35,Östhammar,Sverige
3328472,742 35,Östhammar,Sverige
3321202,742 35,Östhammar,Sverige
3443075,743 32,Storvreta,Sverige
3443076,743 34,Storvreta,Sverige
3348856,743 34,Storvreta,Sverige
3373872,743 34,Storvreta,Sverige
3443068,743 35,Storvreta,Sverige
3302973,743 35,Storvreta,Sverige
3393962,743 35,Storvreta,Sverige
3393961,743 35,Storvreta,Sverige
3302986,743 35,Storvreta,Sverige
3397706,743 40,Storvreta,Sverige
3443071,743 41,Storvreta,Sverige
3489439,743 50,Vattholma,Sverige
3352692,743 94,Skyttorp,Sverige
3236936,745 69,Enköping,Sverige
3293491,746 31,Bålsta,Sverige
3317314,746 93,Bålsta,Sverige
3427817,746 96,Skokloster,Sverige
3361343,747 91,Alunda,Sverige
3430102,749 41,Enköping,Sverige
3322929,749 63,Örsundsbro,Sverige
3365134,752 18,Uppsala,Sverige
3372491,752 20,Uppsala,Sverige
3303370,752 27,Uppsala,Sverige
3373089,752 27,Uppsala,Sverige
3342052,752 27,Uppsala,Sverige
3321765,752 29,Uppsala,Sverige
3426514,752 29,Uppsala,Sverige
3274580,752 34,Uppsala,Sverige
3205755,752 34,Uppsala,Sverige
3323703,752 37,Uppsala,Sverige
3305179,752 37,Uppsala,Sverige
3435956,752 39,Uppsala,Sverige
3357007,752 39,Uppsala,Sverige
3381877,752 39,Uppsala,Sverige
3359139,752 60,Uppsala,Sverige
3226894,752 61,Uppsala,Sverige
3322392,752 63,Uppsala,Sverige
3373141,752 63,Uppsala,Sverige
3342338,752 63,Uppsala,Sverige
3340883,752 63,Uppsala,Sverige
3372554,752 63,Uppsala,Sverige
3427090,752 63,Uppsala,Sverige
3334544,752 63,Uppsala,Sverige
3255638,752 67,Uppsala,Sverige
3192172,752 71,Uppsala,Sverige
3243843,752 72,Uppsala,Sverige
3278775,752 72,Uppsala,Sverige
3279299,752 73,Uppsala,Sverige
3317867,753 08,Uppsala,Sverige
3296603,753 12,Uppsala,Sverige
3319201,753 14,Uppsala,Sverige
3317534,753 14,Uppsala,Sverige
3367387,753 16,Uppsala,Sverige
3435244,753 17,Uppsala,Sverige
3228657,753 20,Uppsala,Sverige
3321737,753 21,Uppsala,Sverige
3321748,753 21,Uppsala,Sverige
3341946,753 22,Uppsala,Sverige
3415543,753 24,Uppsala,Sverige
3322104,753 24,Uppsala,Sverige
3353015,753 24,Uppsala,Sverige
3353016,753 24,Uppsala,Sverige
3013336,753 25,Uppsala,Sverige
3318415,753 29,Uppsala,Sverige
3316142,753 29,Uppsala,Sverige
3171440,753 30,Uppsala,Sverige
3396185,753 33,Uppsala,Sverige
3355677,753 33,Uppsala,Sverige
3280300,753 34,Uppsala,Sverige
3313252,753 34,Uppsala,Sverige
3314281,753 34,Uppsala,Sverige
3228662,753 34,Uppsala,Sverige
3342801,753 36,Uppsala,Sverige
3343352,753 37,Uppsala,Sverige
3425765,753 37,Uppsala,Sverige
3230306,754 23,Uppsala,Sverige
3383539,754 30,Uppsala,Sverige
3110051,754 33,Uppsala,Sverige
3287197,754 34,Uppsala,Sverige
3302397,754 34,Uppsala,Sverige
3287199,754 40,Uppsala,Sverige
3322387,754 40,Uppsala,Sverige
3148636,754 41,Uppsala,Sverige
3322380,754 41,Uppsala,Sverige
3339500,754 41,Uppsala,Sverige
3186690,754 44,Uppsala,Sverige
3163400,754 44,Uppsala,Sverige
3294432,754 45,Uppsala,Sverige
3338529,754 71,Uppsala,Sverige
3345448,754 71,Uppsala,Sverige
3342264,755 78,Vänge,Sverige
3328741,755 91,Uppsala,Sverige
3375201,755 91,Uppsala,Sverige
3321767,755 91,Uppsala,Sverige
3379714,755 91,Uppsala,Sverige
3394809,755 91,Uppsala,Sverige
3202041,755 91,Uppsala,Sverige
3322946,755 97,Uppsala,Sverige
3391531,755 98,Uppsala,Sverige
3347849,756 43,Uppsala,Sverige
3331425,756 45,Uppsala,Sverige
3321761,756 45,Uppsala,Sverige
3360361,756 45,Uppsala,Sverige
3266479,756 45,Uppsala,Sverige
3322398,756 45,Uppsala,Sverige
3321764,756 46,Uppsala,Sverige
3323138,756 46,Uppsala,Sverige
3470278,756 47,Uppsala,Sverige
3322382,756 47,Uppsala,Sverige
3321766,756 47,Uppsala,Sverige
3425913,756 50,Uppsala,Sverige
3315563,756 51,Uppsala,Sverige
3328826,756 51,Uppsala,Sverige
3322231,756 51,Uppsala,Sverige
3255435,756 51,Uppsala,Sverige
3259648,756 52,Uppsala,Sverige
3340434,756 52,Uppsala,Sverige
3337872,756 53,Uppsala,Sverige
3358887,756 53,Uppsala,Sverige
3358886,756 53,Uppsala,Sverige
3312686,756 53,Uppsala,Sverige
3324449,756 54,Uppsala,Sverige
3425329,756 59,Uppsala,Sverige
3314877,757 52,Uppsala,Sverige
3323704,757 52,Uppsala,Sverige
3230031,757 52,Uppsala,Sverige
3305697,757 52,Uppsala,Sverige
3328374,757 55,Uppsala,Sverige
3296860,757 55,Uppsala,Sverige
3375227,757 56,Uppsala,Sverige
3381524,757 56,Uppsala,Sverige
3296881,757 56,Uppsala,Sverige
3314883,757 57,Uppsala,Sverige
3427018,757 57,Uppsala,Sverige
3323702,757 57,Uppsala,Sverige
3384887,757 57,Uppsala,Sverige
3222679,757 58,Uppsala,Sverige
3328242,757 59,Uppsala,Sverige
3296863,757 59,Uppsala,Sverige
3151382,761 33,Norrtälje,Sverige
3003494,761 40,Norrtälje,Sverige
3307904,761 75,Norrtälje,Sverige
3318523,762 93,Rö,Sverige
3386008,774 32,Avesta,Sverige
3313765,776 70,Vikmanshyttan,Sverige
3400433,776 74,Stjärnsund,Sverige
3326943,776 96,Dala-Husby,Sverige
3368093,781 60,Gustafs,Sverige
3319147,781 68,Borlänge,Sverige
3486534,781 95,Borlänge,Sverige
3325595,782 33,Malung,Sverige
3336697,782 34,Malung,Sverige
3325601,782 90,Malung,Sverige
3384564,782 90,Malung,Sverige
3366918,782 90,Malung,Sverige
3442645,783 92,Stora Skedvi,Sverige
3329075,784 44,Borlänge,Sverige
3314023,784 44,Borlänge,Sverige
3310097,784 65,Borlänge,Sverige
3338614,784 65,Borlänge,Sverige
3382332,784 65,BORLÄNGE,Sverige
3422983,784 68,Borlänge,Sverige
3418776,784 68,Borlänge,Sverige
3014668,785 63,Sifferbo,Sverige
3296403,785 63,Sifferbo,Sverige
3330922,785 63,Sifferbo,Sverige
3249933,790 15,Sundborn,Sverige
3324275,790 15,Sundborn,Sverige
3072810,790 23,Svärdsjö,Sverige
3298290,791 33,Falun,Sverige
3324287,791 33,Falun,Sverige
3279362,791 33,Falun,Sverige
3319135,791 33,Falun,Sverige
3236127,791 33,Falun,Sverige
3358594,791 33,Falun,Sverige
3324320,791 33,Falun,Sverige
3343936,791 33,Falun,Sverige
3381736,791 34,Falun,Sverige
3336641,791 35,Falun,Sverige
3290943,791 36,Falun,Sverige
3290697,791 36,Falun,Sverige
3014708,791 36,Falun,Sverige
3363591,791 37,Falun,Sverige
3319134,791 37,Falun,Sverige
3341759,791 47,Falun,Sverige
3362516,791 53,Falun,Sverige
3331975,791 53,Falun,Sverige
3331976,791 53,Falun,Sverige
3338437,791 53,Falun,Sverige
3336083,791 61,Falun,Sverige
3248822,791 62,Falun,Sverige
3343907,791 73,Falun,Sverige
3342620,791 73,Falun,Sverige
3353448,791 94,Falun,Sverige
3203938,791 94,Falun,Sverige
3357048,791 94,Falun,Sverige
3374890,791 96,Falun,Sverige
3330872,795 33,Rättvik,Sverige
3312256,795 35,Rättvik,Sverige
3327510,802 57,Gävle,Sverige
3361855,802 57,Gävle,Sverige
3363779,802 62,Gävle,Sverige
3357233,802 64,Gävle,Sverige
3328167,802 64,Gävle,Sverige
3146273,802 64,Gävle,Sverige
3348368,802 74,Gävle,Sverige
3311300,802 75,Gävle,Sverige
3311523,802 85,Gävle,Sverige
3433457,804 24,Gävle,Sverige
3452709,804 28,Gävle,Sverige
3360036,804 28,Gävle,Sverige
3375957,804 31,Gävle,Sverige
3376856,804 32,Gävle,Sverige
3378191,804 33,Gävle,Sverige
3267013,806 30,Gävle,Sverige
3357003,806 35,Gävle,Sverige
3356627,811 34,Sandviken,Sverige
3340196,811 62,Sandviken,Sverige
3367731,814 94,Älvkarleby,Sverige
3351772,818 33,Valbo,Sverige
3383582,818 92,Valbo,Sverige
3206601,821 32,Bollnäs,Sverige
3356271,826 77,Ljusne,Sverige
3453594,831 39,Östersund,Sverige
3315488,831 42,Östersund,Sverige
3453458,831 43,Östersund,Sverige
3342539,831 44,Östersund,Sverige
3331290,831 44,Östersund,Sverige
3087988,831 47,Östersund,Sverige
3302108,831 62,Östersund,Sverige
3373363,831 62,Östersund,Sverige
3327701,831 62,Östersund,Sverige
3327418,831 64,Östersund,Sverige
3255545,831 66,Östersund,Sverige
3266349,831 66,Östersund,Sverige
3143121,831 96,Lit,Sverige
3417298,832 43,Frösön,Sverige
3357376,832 96,Frösön,Sverige
3344034,835 94,Aspås,Sverige
3335198,836 31,Lit,Sverige
3374486,836 31,Lit,Sverige
3321196,836 31,Lit,Sverige
3324958,836 91,Lit,Sverige
3321200,836 92,Lit,Sverige
3352612,836 92,Lit,Sverige
3321201,836 92,Lit,Sverige
3302804,852 41,Sundsvall,Sverige
3393725,852 41,Sundsvall,Sverige
3302825,853 56,Sundsvall,Sverige
3302828,853 56,Sundsvall,Sverige
3220618,855 91,Sundsvall,Sverige
3026341,857 40,Sundsvall,Sverige
3330079,857 51,Sundsvall,Sverige
3330092,857 52,Sundsvall,Sverige
3308637,860 13,Stöde,Sverige
3302193,863 32,Sundsbruk,Sverige
3250313,871 65,Härnösand,Sverige
3375271,871 95,Älandsbro,Sverige
3334022,871 95,Älandsbro,Sverige
3217872,903 20,Umeå,Sverige
3177687,903 32,Umeå,Sverige
3231685,903 39,Umeå,Sverige
3353455,903 46,Umeå,Sverige
3385989,903 46,Umeå,Sverige
3383136,903 53,Umeå,Sverige
3340547,903 54,Umeå,Sverige
3273405,903 54,Umeå,Sverige
3387796,903 54,Umeå,Sverige
3481316,904 21,Umeå,Sverige
3489048,904 31,Umeå,Sverige
3231720,904 32,Umeå,Sverige
3381808,904 40,Röbäck,Sverige
3184927,904 40,Röbäck,Sverige
3394579,905 82,Umeå,Sverige
3337867,905 82,Umeå,Sverige
3271408,906 37,Umeå,Sverige
3231683,906 52,Umeå,Sverige
3266111,907 29,Umeå,Sverige
3208500,907 30,Umeå,Sverige
3236470,907 31,Umeå,Sverige
3273428,907 31,Umeå,Sverige
3354922,907 52,Umeå,Sverige
3453647,915 34,Ånäset,Sverige
3453677,915 94,Ånäset,Sverige
3405638,918 31,Sävar,Sverige
3270465,918 31,Sävar,Sverige
3326642,918 31,Sävar,Sverige
3432894,922 67,Tavelsjö,Sverige
3442310,924 93,Gargnäs,Sverige
3302538,925 93,Hemavan,Sverige
3376896,931 64,Skellefteå,Sverige
3303553,933 34,Arvidsjaur,Sverige
3319074,933 34,Arvidsjaur,Sverige
3442308,939 93,Malå,Sverige
3377064,941 53,Piteå,Sverige
3340425,954 41,Södra Sunderbyn,Sverige
3361615,973 31,Luleå,Sverige
3333821,974 43,Luleå,Sverige
3325932,974 43,Luleå,Sverige
3095926,974 52,Luleå,Sverige
3167550,974 52,Luleå,Sverige
3368696,974 55,Luleå,Sverige
3325964,974 55,Luleå,Sverige
3382279,975 93,Luleå,Sverige
3397111,976 32,Luleå,Sverige
3010340,981 07,Abisko,Sverige
3091353,981 35,Kiruna,Sverige
